RecID,Species,ScieName,SpeciesGrp,YearC,Decade,Status,PartyName,Flag,Fleet,Stock,SampAreaCode,Area,SpcGearGrp,GearGrp,GearCode,CatchTypeCode,QualInfoCode,Qty_t
51,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1950,1950,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-AZORES,ATE,unkn,AZOR,Bait boat,BB,BB,C,UNKN,593
54,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1950,1950,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MADEIRA,ATE,unkn,MDRA,Bait boat,BB,BB,C,UNKN,111
213,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1951,1950,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-AZORES,ATE,unkn,AZOR,Bait boat,BB,BB,C,UNKN,358
215,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1951,1950,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MADEIRA,ATE,unkn,MDRA,Bait boat,BB,BB,C,UNKN,101
387,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1952,1950,NCO,Non-contracting parties,Cuba,CUB,ATW,unkn,WTRO,Bait boat,BB,BBI,C,UNKN,1229
430,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1952,1950,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-AZORES,ATE,unkn,AZOR,Bait boat,BB,BB,C,UNKN,484
433,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1952,1950,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MADEIRA,ATE,unkn,MDRA,Bait boat,BB,BB,C,UNKN,97
609,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1953,1950,NCO,Non-contracting parties,Cuba,CUB,ATW,unkn,WTRO,Bait boat,BB,BBI,C,UNKN,1281
653,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1953,1950,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-AZORES,ATE,unkn,AZOR,Bait boat,BB,BB,C,UNKN,561
656,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1953,1950,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MADEIRA,ATE,unkn,MDRA,Bait boat,BB,BB,C,UNKN,225
837,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1954,1950,NCO,Non-contracting parties,Cuba,CUB,ATW,unkn,WTRO,Bait boat,BB,BBI,C,UNKN,1370
882,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1954,1950,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-AZORES,ATE,unkn,AZOR,Bait boat,BB,BB,C,UNKN,416
885,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1954,1950,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MADEIRA,ATE,unkn,MDRA,Bait boat,BB,BB,C,UNKN,304
1075,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1955,1950,NCO,Non-contracting parties,Cuba,CUB,ATW,unkn,WTRO,Bait boat,BB,BBI,C,UNKN,1396
1122,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1955,1950,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-AZORES,ATE,unkn,AZOR,Bait boat,BB,BB,C,UNKN,709
1125,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1955,1950,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MADEIRA,ATE,unkn,MDRA,Bait boat,BB,BB,C,UNKN,483
1319,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1956,1950,NCO,Non-contracting parties,Cuba,CUB,ATW,unkn,WTRO,Bait boat,BB,BBI,C,UNKN,1503
1374,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1956,1950,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-AZORES,ATE,unkn,AZOR,Bait boat,BB,BB,C,UNKN,657
1376,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1956,1950,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MADEIRA,ATE,unkn,MDRA,Bait boat,BB,BB,C,UNKN,345
1540,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1956,1950,CP,ANGOLA,Angola,AGO,ATE,unkn,ETRO,Other surf.,SU,SURF,C,UNKN,1
1541,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1956,1950,CP,ANGOLA,Angola,AGO,ATE,unkn,ETRO,Bait boat,BB,BBI,C,UNKN,149
1568,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1957,1950,NCO,Non-contracting parties,Cuba,CUB,ATW,unkn,WTRO,Bait boat,BB,BBI,C,UNKN,1955
1669,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1957,1950,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-AZORES,ATE,unkn,AZOR,Bait boat,BB,BB,C,UNKN,26
1671,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1957,1950,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MADEIRA,ATE,unkn,MDRA,Bait boat,BB,BB,C,UNKN,129
1841,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1957,1950,CP,ANGOLA,Angola,AGO,ATE,unkn,ETRO,Other surf.,SU,SURF,C,UNKN,3
1842,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1957,1950,CP,ANGOLA,Angola,AGO,ATE,unkn,ETRO,Bait boat,BB,BBI,C,UNKN,15
1866,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1958,1950,CP,BRAZIL,Brazil,BRA,ATW,unkn,SW,Other surf.,SU,SURF,C,UNKN,200
1886,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1958,1950,NCO,Non-contracting parties,Cuba,CUB,ATW,unkn,WTRO,Bait boat,BB,BBI,C,UNKN,1450
1988,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1958,1950,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-AZORES,ATE,unkn,AZOR,Bait boat,BB,BB,C,UNKN,314
1990,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1958,1950,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MADEIRA,ATE,unkn,MDRA,Bait boat,BB,BB,C,UNKN,86
2190,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1958,1950,CP,ANGOLA,Angola,AGO,ATE,unkn,ETRO,Bait boat,BB,BBI,C,UNKN,58
2236,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1959,1950,NCO,Non-contracting parties,Cuba,CUB,ATW,unkn,WTRO,Bait boat,BB,BBI,C,UNKN,1830
2337,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1959,1950,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-AZORES,ATE,unkn,AZOR,Bait boat,BB,BB,C,UNKN,170
2339,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1959,1950,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MADEIRA,ATE,unkn,MDRA,Bait boat,BB,BB,C,UNKN,167
2538,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1959,1950,CP,ANGOLA,Angola,AGO,ATE,unkn,ETRO,Bait boat,BB,BBI,C,UNKN,89
2593,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1960,1960,NCO,Non-contracting parties,Cuba,CUB,ATW,unkn,WTRO,Bait boat,BB,BBI,C,UNKN,3263
2703,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1960,1960,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-AZORES,ATE,unkn,AZOR,Bait boat,BB,BB,C,UNKN,461
2705,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1960,1960,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MADEIRA,ATE,unkn,MDRA,Bait boat,BB,BB,C,UNKN,158
2916,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1960,1960,CP,ANGOLA,Angola,AGO,ATE,unkn,ETRO,Bait boat,BB,BBI,C,UNKN,529
2955,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1961,1960,CP,BRAZIL,Brazil,BRA,ATW,unkn,SW,Other surf.,SU,SURF,C,UNKN,300
2979,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1961,1960,NCO,Non-contracting parties,Cuba,CUB,ATW,unkn,WTRO,Bait boat,BB,BBI,C,UNKN,2995
3006,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1961,1960,CP,EUROPEAN UNION,EU.France,EU.FRA-FR-ETRO,ATE,unkn,ETRO,Bait boat,BB,BB,C,UNKN,360
3116,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1961,1960,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-AZORES,ATE,unkn,AZOR,Bait boat,BB,BB,C,UNKN,791
3118,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1961,1960,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MADEIRA,ATE,unkn,MDRA,Bait boat,BB,BB,C,UNKN,34
3319,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1961,1960,CP,ANGOLA,Angola,AGO,ATE,unkn,ETRO,Other surf.,SU,SURF,C,UNKN,1
3320,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1961,1960,CP,ANGOLA,Angola,AGO,ATE,unkn,ETRO,Bait boat,BB,BBI,C,UNKN,1387
3364,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1962,1960,CP,BRAZIL,Brazil,BRA,ATW,unkn,SW,Other surf.,SU,SURF,C,UNKN,300
3422,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1962,1960,NCO,Non-contracting parties,Cuba,CUB,ATW,unkn,WTRO,Bait boat,BB,BBI,C,UNKN,1249
3451,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1962,1960,CP,EUROPEAN UNION,EU.France,EU.FRA-FR-ETRO,ATE,unkn,ETRO,Bait boat,BB,BB,C,UNKN,1700
3552,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1962,1960,CP,JAPAN,Japan,JPN,ATE,unkn,ETRO,Bait boat,BB,BB,C,UNKN,1542
3624,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1962,1960,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-AZORES,ATE,unkn,AZOR,Bait boat,BB,BB,C,UNKN,1317
3626,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1962,1960,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MADEIRA,ATE,unkn,MDRA,Bait boat,BB,BB,C,UNKN,958
3663,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1962,1960,CP,EUROPEAN UNION,EU.España,EU.ESP-ES-ETRO,ATE,unkn,ETRO,Bait boat,BB,BB,C,UNKN,1700
3748,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1962,1960,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,WTRO,Purse seine,PS,PS,C,UNKN,463
3880,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1962,1960,CP,ANGOLA,Angola,AGO,ATE,unkn,ETRO,Other surf.,TP,TRAP,C,UNKN,1
3882,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1962,1960,CP,ANGOLA,Angola,AGO,ATE,unkn,ETRO,Other surf.,SU,SURF,C,UNKN,7
3883,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1962,1960,CP,ANGOLA,Angola,AGO,ATE,unkn,ETRO,Bait boat,BB,BBI,C,UNKN,2047
3928,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1963,1960,CP,BRAZIL,Brazil,BRA,ATW,unkn,SW,Other surf.,SU,SURF,C,UNKN,300
3954,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1963,1960,CP,CANADA,Canada,CAN,ATE,unkn,ETRO,Purse seine,PS,PS,C,UNKN,14
4004,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1963,1960,NCO,Non-contracting parties,Cuba,CUB,ATW,unkn,WTRO,Bait boat,BB,BBI,C,UNKN,668
4067,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1963,1960,CP,EUROPEAN UNION,EU.France,EU.FRA-FR-ETRO,ATE,unkn,ETRO,Bait boat,BB,BB,C,UNKN,2100
4071,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1963,1960,CP,EUROPEAN UNION,EU.France,EU.FRA-FR-ETRO,ATE,unkn,ETRO,Purse seine,PS,PSM,C,UNKN,170
4168,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1963,1960,CP,JAPAN,Japan,JPN,ATE,unkn,ETRO,Bait boat,BB,BB,C,UNKN,4599
4245,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1963,1960,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-AZORES,ATE,unkn,AZOR,Bait boat,BB,BB,C,UNKN,2847
4248,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1963,1960,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MADEIRA,ATE,unkn,MDRA,Bait boat,BB,BB,C,UNKN,573
4301,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1963,1960,CP,EUROPEAN UNION,EU.España,EU.ESP-ES-ETRO,ATE,unkn,ETRO,Purse seine,PS,PS,C,UNKN,200
4304,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1963,1960,CP,EUROPEAN UNION,EU.España,EU.ESP-ES-ETRO,ATE,unkn,ETRO,Bait boat,BB,BB,C,UNKN,3300
4379,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1963,1960,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,WTRO,Purse seine,PS,PS,C,UNKN,2995
4519,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1963,1960,CP,ANGOLA,Angola,AGO,ATE,unkn,ETRO,Other surf.,TP,TRAP,C,UNKN,1
4521,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1963,1960,CP,ANGOLA,Angola,AGO,ATE,unkn,ETRO,Other surf.,SU,SURF,C,UNKN,1
4522,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1963,1960,CP,ANGOLA,Angola,AGO,ATE,unkn,ETRO,Bait boat,BB,BBI,C,UNKN,2264
4572,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1964,1960,CP,BRAZIL,Brazil,BRA,ATW,unkn,SW,Other surf.,SU,SURF,C,UNKN,400
4598,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1964,1960,CP,CANADA,Canada,CAN,ATE,unkn,ETRO,Purse seine,PS,PS,C,UNKN,414
4647,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1964,1960,NCO,Non-contracting parties,Cuba,CUB,ATW,unkn,WTRO,Bait boat,BB,BBI,C,UNKN,671
4711,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1964,1960,CP,EUROPEAN UNION,EU.France,EU.FRA-FR-ETRO,ATE,unkn,ETRO,Bait boat,BB,BB,C,UNKN,1400
4715,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1964,1960,CP,EUROPEAN UNION,EU.France,EU.FRA-FR-ETRO,ATE,unkn,ETRO,Purse seine,PS,PSM,C,UNKN,500
4829,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1964,1960,CP,JAPAN,Japan,JPN,ATE,unkn,ETRO,Purse seine,PS,PSD,C,UNKN,32
4832,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1964,1960,CP,JAPAN,Japan,JPN,ATE,unkn,ETRO,Bait boat,BB,BB,C,UNKN,3132
4937,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1964,1960,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-AZORES,ATE,unkn,AZOR,Bait boat,BB,BB,C,UNKN,2315
4939,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1964,1960,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MADEIRA,ATE,unkn,MDRA,Bait boat,BB,BB,C,UNKN,830
4998,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1964,1960,CP,EUROPEAN UNION,EU.España,EU.ESP-ES-ETRO,ATE,unkn,ETRO,Purse seine,PS,PS,C,UNKN,400
5001,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1964,1960,CP,EUROPEAN UNION,EU.España,EU.ESP-ES-ETRO,ATE,unkn,ETRO,Bait boat,BB,BB,C,UNKN,3200
5068,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1964,1960,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,WTRO,Purse seine,PS,PS,C,UNKN,3980
5219,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1964,1960,CP,ANGOLA,Angola,AGO,ATE,unkn,ETRO,Other surf.,TP,TRAP,C,UNKN,31
5221,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1964,1960,CP,ANGOLA,Angola,AGO,ATE,unkn,ETRO,Other surf.,SU,SURF,C,UNKN,489
5222,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1964,1960,CP,ANGOLA,Angola,AGO,ATE,unkn,ETRO,Bait boat,BB,BBI,C,UNKN,987
5271,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1965,1960,CP,BRAZIL,Brazil,BRA,ATW,unkn,SW,Other surf.,SU,SURF,C,UNKN,500
5298,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1965,1960,CP,CANADA,Canada,CAN,ATE,unkn,ETRO,Purse seine,PS,PS,C,UNKN,14
5345,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1965,1960,NCO,Non-contracting parties,Cuba,CUB,ATW,unkn,WTRO,Bait boat,BB,BBI,C,UNKN,981
5412,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1965,1960,CP,EUROPEAN UNION,EU.France,EU.FRA-FR-ETRO,ATE,unkn,ETRO,Purse seine,PS,PSM,C,UNKN,900
5479,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1965,1960,CP,JAPAN,Japan,JPN,ATE,unkn,ETRO,Longline,LL,LLMB,C,UNKN,6
5480,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1965,1960,CP,JAPAN,Japan,JPN,ATE,unkn,ETRO,Longline,LL,LLFB,C,UNKN,16
5481,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1965,1960,CP,JAPAN,Japan,JPN,ATE,unkn,ETRO,Purse seine,PS,PSD,C,UNKN,1802
5482,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1965,1960,CP,JAPAN,Japan,JPN,ATE,unkn,ETRO,Bait boat,BB,BB,C,UNKN,6318
5549,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1965,1960,CP,MAROC,Maroc,MAR,ATE,unkn,NE,Bait boat,BB,BB,C,UNKN,3153
5596,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1965,1960,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-AZORES,ATE,unkn,AZOR,Bait boat,BB,BB,C,UNKN,1240
5599,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1965,1960,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MADEIRA,ATE,unkn,MDRA,Bait boat,BB,BB,C,UNKN,933
5648,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1965,1960,CP,EUROPEAN UNION,EU.España,EU.ESP-ES-ETRO,ATE,unkn,ETRO,Purse seine,PS,PS,C,UNKN,600
5651,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1965,1960,CP,EUROPEAN UNION,EU.España,EU.ESP-ES-ETRO,ATE,unkn,ETRO,Bait boat,BB,BB,C,UNKN,2900
5655,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1965,1960,CP,EUROPEAN UNION,EU.España,EU.ESP-ES-CANARY,ATE,unkn,CANA,Bait boat,BB,BB,C,UNKN,552
5721,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1965,1960,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,WTRO,Purse seine,PS,PS,C,UNKN,64
5890,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1965,1960,CP,ANGOLA,Angola,AGO,ATE,unkn,ETRO,Other surf.,TP,TRAP,C,UNKN,55
5892,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1965,1960,CP,ANGOLA,Angola,AGO,ATE,unkn,ETRO,Other surf.,SU,SURF,C,UNKN,25
5894,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1965,1960,CP,ANGOLA,Angola,AGO,ATE,unkn,ETRO,Bait boat,BB,BBI,C,UNKN,1322
5964,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1966,1960,CP,BRAZIL,Brazil,BRA,ATW,unkn,SW,Other surf.,SU,SURF,C,UNKN,700
6072,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1966,1960,NCO,Non-contracting parties,Cuba,CUB,ATW,unkn,WTRO,Bait boat,BB,BBI,C,UNKN,951
6140,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1966,1960,CP,EUROPEAN UNION,EU.France,EU.FRA-FR-ETRO,ATE,unkn,ETRO,Purse seine,PS,PSM,C,UNKN,2200
6208,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1966,1960,CP,JAPAN,Japan,JPN,ATE,unkn,ETRO,Longline,LL,LLMB,C,UNKN,14
6209,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1966,1960,CP,JAPAN,Japan,JPN,ATE,unkn,ETRO,Longline,LL,LLFB,C,UNKN,18
6210,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1966,1960,CP,JAPAN,Japan,JPN,ATE,unkn,ETRO,Purse seine,PS,PSD,C,UNKN,1448
6211,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1966,1960,CP,JAPAN,Japan,JPN,ATE,unkn,ETRO,Bait boat,BB,BB,C,UNKN,4354
6284,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1966,1960,CP,MAROC,Maroc,MAR,ATE,unkn,NE,Bait boat,BB,BB,C,UNKN,1475
6330,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1966,1960,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-AZORES,ATE,unkn,AZOR,Bait boat,BB,BB,C,UNKN,2027
6332,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1966,1960,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MADEIRA,ATE,unkn,MDRA,Bait boat,BB,BB,C,UNKN,321
6375,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1966,1960,CP,EUROPEAN UNION,EU.España,EU.ESP-ES-ETRO,ATE,unkn,ETRO,Purse seine,PS,PS,C,UNKN,2500
6379,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1966,1960,CP,EUROPEAN UNION,EU.España,EU.ESP-ES-CANARY,ATE,unkn,CANA,Bait boat,BB,BB,C,UNKN,621
6459,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1966,1960,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,WTRO,Purse seine,PS,PS,C,UNKN,40
6612,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1966,1960,CP,ANGOLA,Angola,AGO,ATE,unkn,ETRO,Bait boat,BB,BBI,C,UNKN,2764
6643,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1966,1960,NCO,Non-contracting parties,Dominican Republic,DOM,ATW,unkn,WTRO,Other surf.,SU,SURF,C,UNKN,100
6696,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1967,1960,CP,BRAZIL,Brazil,BRA,ATW,unkn,SW,Other surf.,SU,SURF,C,UNKN,1500
6719,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1967,1960,CP,CANADA,Canada,CAN,ATE,unkn,ETRO,Purse seine,PS,PSG,C,UNKN,644
6810,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1967,1960,NCO,Non-contracting parties,Cuba,CUB,ATW,unkn,WTRO,Bait boat,BB,BBI,C,UNKN,1155
6875,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1967,1960,CP,EUROPEAN UNION,EU.France,EU.FRA-FR-ETRO,ATE,unkn,ETRO,Purse seine,PS,PSM,C,UNKN,1550
6947,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1967,1960,CP,JAPAN,Japan,JPN,ATE,unkn,ETRO,Longline,LL,LLMB,C,UNKN,4
6948,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1967,1960,CP,JAPAN,Japan,JPN,ATE,unkn,ETRO,Longline,LL,LLFB,C,UNKN,3
6949,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1967,1960,CP,JAPAN,Japan,JPN,ATE,unkn,ETRO,Purse seine,PS,PSD,C,UNKN,2171
6950,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1967,1960,CP,JAPAN,Japan,JPN,ATE,unkn,ETRO,Bait boat,BB,BB,C,UNKN,3735
7025,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1967,1960,CP,MAROC,Maroc,MAR,ATE,unkn,NE,Bait boat,BB,BB,C,UNKN,933
7069,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1967,1960,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-AZORES,ATE,unkn,AZOR,Bait boat,BB,BB,C,UNKN,1188
7071,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1967,1960,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MADEIRA,ATE,unkn,MDRA,Bait boat,BB,BB,C,UNKN,1359
7118,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1967,1960,CP,EUROPEAN UNION,EU.España,EU.ESP-ES-ETRO,ATE,unkn,ETRO,Purse seine,PS,PS,C,UNKN,3100
7121,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1967,1960,CP,EUROPEAN UNION,EU.España,EU.ESP-ES-CANARY,ATE,unkn,CANA,Bait boat,BB,BB,C,UNKN,690
7194,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1967,1960,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,WTRO,Purse seine,PS,PS,C,UNKN,16
7196,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1967,1960,CP,UNITED STATES,U.S.A.,USA,ATE,unkn,ETRO,Purse seine,PS,PS,C,UNKN,476
7198,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1967,1960,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,NW,Purse seine,PS,PS,C,UNKN,16
7357,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1967,1960,CP,ANGOLA,Angola,AGO,ATE,unkn,ETRO,Other surf.,SU,SURF,C,UNKN,14
7359,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1967,1960,CP,ANGOLA,Angola,AGO,ATE,unkn,ETRO,Bait boat,BB,BBI,C,UNKN,1965
7405,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1967,1960,NCO,Non-contracting parties,Dominican Republic,DOM,ATW,unkn,WTRO,Other surf.,SU,SURF,C,UNKN,100
7467,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1968,1960,CP,BRAZIL,Brazil,BRA,ATW,unkn,SW,Other surf.,SU,SURF,C,UNKN,800
7493,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1968,1960,CP,CANADA,Canada,CAN,ATE,unkn,ETRO,Purse seine,PS,PSG,C,UNKN,923
