RecID,Species,ScieName,SpeciesGrp,YearC,Decade,Status,PartyName,Flag,Fleet,Stock,SampAreaCode,Area,SpcGearGrp,GearGrp,GearCode,CatchTypeCode,QualInfoCode,Qty_t
32036,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1989,1980,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,NW,Other surf.,RR,RR,C,UNKN,17
32037,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1989,1980,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,GOFM,Other surf.,RR,RR,C,UNKN,2
32038,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1989,1980,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,NW,Other surf.,GN,GILL,C,UNKN,4
32040,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1989,1980,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,WTRO,Other surf.,HS,HS,C,UNKN,0.04
32199,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1989,1980,CP,GHANA,Ghana,GHA,ATE,unkn,ETRO,Other surf.,SU,SURF,C,UNKN,588
32201,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1989,1980,CP,GHANA,Ghana,GHA,ATE,unkn,ETRO,Bait boat,BB,BBF,C,UNKN,22163
32251,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1989,1980,CP,VENEZUELA,Venezuela,VEN,ATW,unkn,WTRO,Purse seine,PS,PS,C,UNKN,2430
32254,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1989,1980,CP,VENEZUELA,Venezuela,VEN,ATW,unkn,WTRO,Bait boat,BB,BB,C,UNKN,1293
32299,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1989,1980,NCO,Non-contracting parties,Grenada,GRD,ATW,unkn,WTRO,Other surf.,UN,UNCL,C,UNKN,11
32318,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1989,1980,CP,MEXICO,Mexico,MEX,ATW,unkn,WTRO,Longline,LL,LL,C,UNKN,14
32343,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1989,1980,CP,ANGOLA,Angola,AGO,ATE,unkn,ETRO,Other surf.,TP,TRAP,C,UNKN,2
32345,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1989,1980,CP,ANGOLA,Angola,AGO,ATE,unkn,ETRO,Other surf.,SU,SURF,C,UNKN,4
32347,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1989,1980,CP,ANGOLA,Angola,AGO,ATE,unkn,ETRO,Bait boat,BB,BBI,C,UNKN,79
32370,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1989,1980,CP,RUSSIA,U.S.S.R.,SUN,ATE,unkn,ETRO,Purse seine,PS,PS,C,UNKN,1915
32388,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1989,1980,NCO,Non-contracting parties,Dominican Republic,DOM,ATW,unkn,WTRO,Other surf.,SU,SURF,C,UNKN,117
32481,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1989,1980,NCO,Non-contracting parties,Rumania,ROU,ATE,unkn,ETRO,Other surf.,UN,UNCL,C,UNKN,59
32496,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1989,1980,CP,SENEGAL,Senegal,SEN,ATE,unkn,ETRO,Other surf.,TR,TROL,C,UNKN,10
32497,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1989,1980,CP,SENEGAL,Senegal,SEN,ATE,unkn,ETRO,Other surf.,SU,SURF,C,UNKN,37
32532,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1989,1980,CP,BRAZIL,Brazil,BRA-JPN,ATW,unkn,SW,Bait boat,BB,BBF,C,UNKN,5624
32533,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1989,1980,CP,BRAZIL,Brazil,BRA-JPN,ATW,unkn,SW,Bait boat,BB,BB,C,UNKN,708
32556,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1989,1980,CP,UNITED KINGDOM (O.Territories),UK.Sta Helena,UK.SHN,ATE,unkn,SE,Other surf.,SU,SURF,C,UNKN,397
32577,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1989,1980,CP,BARBADOS,Barbados,BRB,ATW,unkn,WTRO,Other surf.,UN,UNCL,C,UNKN,9
32613,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1989,1980,CP,CAP-VERT,Cape Verde,CPV,ATE,unkn,ETRO,Bait boat,BB,BB,C,UNKN,934
32617,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1989,1980,CP,CAP-VERT,Cape Verde,CPV,ATE,unkn,ETRO,Other surf.,HL,HAND,C,UNKN,37
32631,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1989,1980,NCO,Non-contracting parties,Benin,BEN,ATE,unkn,ETRO,Other surf.,HS,HS,C,UNKN,7
32652,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1989,1980,NCO,Non-contracting parties,Congo,COG,ATE,unkn,ETRO,Purse seine,PS,PS,C,UNKN,11
32677,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1989,1980,NCO,Non-contracting parties,NEI (ETRO),NEI.001,ATE,unkn,ETRO,Purse seine,PS,PS,C,UNKN,2263
32687,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1989,1980,CP,CURAÇAO,Curaçao,CUW,ATW,unkn,WTRO,Other surf.,UN,UNCL,C,COLV,40
32708,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1989,1980,NCO,Non-contracting parties,Sta. Lucia,LCA,ATW,unkn,WTRO,Other surf.,UN,UNCL,C,UNKN,38
32767,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1989,1980,CP,St VINCENT & GRENADINES,St. Vincent and Grenadines,VCT,ATW,unkn,NW,Other surf.,UN,UNCL,C,UNKN,28
32802,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,NCO,Non-contracting parties,Argentina,ARG,ATW,unkn,SW,Other surf.,UN,UNCL,C,UNKN,106
32847,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,CP,BRAZIL,Brazil,BRA,ATW,unkn,SW,Other surf.,SU,SURF,C,UNKN,104
32848,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,CP,BRAZIL,Brazil,BRA-BRA-ITAJAI,ATW,unkn,SW,Bait boat,BB,BB,C,UNKN,8245
32851,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,CP,BRAZIL,Brazil,BRA-BRA-RJANERO,ATW,unkn,SW,Bait boat,BB,BB,C,UNKN,5046
33019,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,NCO,Non-contracting parties,Cuba,CUB,ATE,unkn,ETRO,Purse seine,PS,PSG,C,UNKN,86
33021,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,NCO,Non-contracting parties,Cuba,CUB,ATW,unkn,WTRO,Bait boat,BB,BBI,C,UNKN,1443
33206,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,CP,JAPAN,Japan,JPN,ATE,unkn,ETRO,Purse seine,PS,PSG,C,UNKN,2566
33325,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,CP,MAROC,Maroc,MAR,ATE,unkn,NE,Purse seine,PS,PS,C,UNKN,1154
33329,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,CP,MAROC,Maroc,MAR,ATE,unkn,NE,Other surf.,GN,GILL,C,UNKN,43
33441,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,ATE,unkn,NE,Other surf.,SU,SURF,C,UNKN,33
33442,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MADEIRA,ATE,unkn,SE,Bait boat,BB,BB,C,UNKN,36
33443,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-AZORES,ATE,unkn,AZOR,Bait boat,BB,BB,C,UNKN,2252
33444,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MADEIRA,ATE,unkn,MDRA,Bait boat,BB,BB,C,UNKN,1666
33477,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,CP,SOUTH AFRICA,South Africa,ZAF,ATE,unkn,SE,Other surf.,SP,SPOR,C,UNKN,1
33480,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,CP,SOUTH AFRICA,South Africa,ZAF,ATE,unkn,SE,Bait boat,BB,BB,C,UNKN,16
33520,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,CP,EUROPEAN UNION,EU.España,EU.ESP-ES-ETRO,ATE,unkn,ETRO,Purse seine,PS,PS,C,UNKN,43189
33521,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,CP,EUROPEAN UNION,EU.España,EU.ESP-ES-ETRO,ATE,unkn,ETRO,Bait boat,BB,BB,C,UNKN,323
33522,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,CP,EUROPEAN UNION,EU.España,EU.ESP-ES-CANARY,ATE,unkn,CANA,Bait boat,BB,BB,C,UNKN,4322
33763,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,NW,Longline,LL,LL,C,UNKN,0.04
33764,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,WTRO,Longline,LL,LL,C,UNKN,0.38
33767,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,GOFM,Longline,LL,LL,C,UNKN,1
33770,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,WTRO,Purse seine,PS,PS,C,UNKN,227
33774,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,NW,Other surf.,TR,TROL,C,UNKN,0.35
33775,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,WTRO,Other surf.,TR,TROL,C,UNKN,6
33776,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,GOFM,Other surf.,TR,TROL,C,UNKN,0.05
33778,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,NW,Other surf.,TP,TRAP,C,UNKN,0.1
33779,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,WTRO,Other surf.,TP,TRAP,C,UNKN,0.01
33781,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,NW,Other surf.,TW,TRAW,C,UNKN,0.14
33782,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,NW,Other surf.,HL,HAND,C,UNKN,0.18
33783,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,GOFM,Other surf.,HL,HAND,C,UNKN,1
33786,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,NW,Other surf.,RR,RR,C,UNKN,31
33787,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,GOFM,Other surf.,RR,RR,C,UNKN,35
33789,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,NW,Other surf.,GN,GILL,C,UNKN,2
33790,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,WTRO,Other surf.,GN,GILL,C,UNKN,0.03
33791,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,WTRO,Other surf.,HS,HS,C,UNKN,0.01
34009,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,CP,GHANA,Ghana,GHA,ATE,unkn,ETRO,Other surf.,SU,SURF,C,UNKN,588
34012,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,CP,GHANA,Ghana,GHA,ATE,unkn,ETRO,Bait boat,BB,BBF,C,UNKN,23663
34055,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,CP,VENEZUELA,Venezuela,VEN,ATW,unkn,WTRO,Longline,LL,LL,C,UNKN,22
34058,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,CP,VENEZUELA,Venezuela,VEN,ATW,unkn,WTRO,Purse seine,PS,PS,C,UNKN,3014
34061,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,CP,VENEZUELA,Venezuela,VEN,ATW,unkn,WTRO,Bait boat,BB,BB,C,UNKN,777
34100,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,NCO,Non-contracting parties,Grenada,GRD,ATW,unkn,WTRO,Other surf.,UN,UNCL,C,UNKN,23
34123,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,CP,MEXICO,Mexico,MEX,ATW,unkn,WTRO,Longline,LL,LL,C,UNKN,4
34138,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,CP,ANGOLA,Angola,AGO,ATE,unkn,ETRO,Bait boat,BB,BBI,C,UNKN,69
34153,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,CP,RUSSIA,U.S.S.R.,SUN,ATE,unkn,ETRO,Purse seine,PS,PS,C,UNKN,3635
34169,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,NCO,Non-contracting parties,Dominican Republic,DOM,ATW,unkn,WTRO,Other surf.,SU,SURF,C,UNKN,110
34252,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,NCO,Non-contracting parties,Rumania,ROU,ATE,unkn,ETRO,Other surf.,UN,UNCL,C,UNKN,142
34267,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,CP,SENEGAL,Senegal,SEN,ATE,unkn,ETRO,Other surf.,TR,TROL,C,UNKN,133
34268,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,CP,SENEGAL,Senegal,SEN,ATE,unkn,ETRO,Other surf.,HL,HAND,C,UNKN,1
34308,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,CP,BRAZIL,Brazil,BRA-JPN,ATW,unkn,SW,Bait boat,BB,BBF,C,UNKN,6735
34325,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,CP,UNITED KINGDOM (O.Territories),UK.Sta Helena,UK.SHN,ATE,unkn,SE,Other surf.,SU,SURF,C,UNKN,171
34336,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,CP,BARBADOS,Barbados,BRB,ATW,unkn,WTRO,Other surf.,UN,UNCL,C,UNKN,11
34367,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,CP,CAP-VERT,Cape Verde,CPV,ATE,unkn,ETRO,Other surf.,SU,SURF,C,UNKN,14
34370,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,CP,CAP-VERT,Cape Verde,CPV,ATE,unkn,ETRO,Bait boat,BB,BB,C,UNKN,767
34374,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,CP,CAP-VERT,Cape Verde,CPV,ATE,unkn,ETRO,Other surf.,HL,HAND,C,UNKN,25
34388,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,NCO,Non-contracting parties,Benin,BEN,ATE,unkn,ETRO,Other surf.,HS,HS,C,UNKN,2
34403,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,NCO,Non-contracting parties,Congo,COG,ATE,unkn,ETRO,Purse seine,PS,PS,C,UNKN,12
34430,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,NCO,Non-contracting parties,NEI (ETRO),NEI.001,ATE,unkn,ETRO,Purse seine,PS,PS,C,UNKN,10516
34442,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,CP,CURAÇAO,Curaçao,CUW,ATW,unkn,WTRO,Other surf.,UN,UNCL,C,COLV,40
34461,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,NCO,Non-contracting parties,Sta. Lucia,LCA,ATW,unkn,WTRO,Other surf.,UN,UNCL,C,UNKN,37
34522,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,CP,St VINCENT & GRENADINES,St. Vincent and Grenadines,VCT,ATW,unkn,NW,Other surf.,UN,UNCL,C,UNKN,29
34531,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1990,1990,NCO,Non-contracting parties,Dominica,DMA,ATW,unkn,WTRO,Other surf.,UN,UNCL,C,UNKN,60
34570,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1991,1990,NCO,Non-contracting parties,Argentina,ARG,ATW,unkn,SW,Other surf.,UN,UNCL,C,UNKN,272
34598,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1991,1990,CP,BRAZIL,Brazil,BRA,ATW,unkn,SW,Longline,LL,LLHB,C,UNKN,0.1
34599,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1991,1990,CP,BRAZIL,Brazil,BRA,ATW,unkn,SW,Other surf.,SU,SURF,C,UNKN,124
34600,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1991,1990,CP,BRAZIL,Brazil,BRA-BRA-ITAJAI,ATW,unkn,SW,Bait boat,BB,BB,C,UNKN,10632
34601,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1991,1990,CP,BRAZIL,Brazil,BRA-BRA-RJANERO,ATW,unkn,SW,Bait boat,BB,BB,C,UNKN,3845
34686,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1991,1990,NCC,Chinese Taipei,Chinese Taipei,TAI,ATW,unkn,WTRO,Longline,LL,LL,C,UNKN,32
34688,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1991,1990,NCC,Chinese Taipei,Chinese Taipei,TAI,ATE,unkn,ETRO,Longline,LL,LL,C,UNKN,5
34731,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1991,1990,NCO,Non-contracting parties,Cuba,CUB,ATW,unkn,WTRO,Bait boat,BB,BBI,C,UNKN,1596
34784,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1991,1990,CP,EUROPEAN UNION,EU.France,EU.FRA-FR-ETRO,ATE,unkn,ETRO,Purse seine,PS,PS,C,UNKN,31781
34926,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1991,1990,CP,JAPAN,Japan,JPN,ATE,unkn,ETRO,Purse seine,PS,PSG,C,UNKN,4792
35031,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1991,1990,CP,MAROC,Maroc,MAR,ATE,unkn,NE,Purse seine,PS,PS,C,UNKN,204
35034,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1991,1990,CP,MAROC,Maroc,MAR,ATE,unkn,NE,Other surf.,GN,GILL,C,UNKN,50
35131,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1991,1990,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,ATE,unkn,NE,Purse seine,PS,PS,C,UNKN,1
35132,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1991,1990,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MAINLND,ATE,unkn,NE,Other surf.,SU,SURF,C,UNKN,71
35133,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1991,1990,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MADEIRA,ATE,unkn,SE,Bait boat,BB,BB,C,UNKN,15
35134,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1991,1990,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-AZORES,ATE,unkn,AZOR,Bait boat,BB,BB,C,UNKN,2497
35136,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1991,1990,CP,EUROPEAN UNION,EU.Portugal,EU.PRT-PT-MADEIRA,ATE,unkn,MDRA,Bait boat,BB,BB,C,UNKN,5475
35178,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1991,1990,CP,SOUTH AFRICA,South Africa,ZAF,ATE,unkn,SE,Bait boat,BB,BB,C,UNKN,15
35230,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1991,1990,CP,EUROPEAN UNION,EU.España,EU.ESP-ES-ETRO,ATW,unkn,WTRO,Purse seine,PS,PS,C,UNKN,1592
35234,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1991,1990,CP,EUROPEAN UNION,EU.España,EU.ESP-ES-ETRO,ATE,unkn,ETRO,Purse seine,PS,PS,C,UNKN,74001
35235,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1991,1990,CP,EUROPEAN UNION,EU.España,EU.ESP-ES-ETRO,ATE,unkn,ETRO,Bait boat,BB,BB,C,UNKN,143
35237,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1991,1990,CP,EUROPEAN UNION,EU.España,EU.ESP-ES-CANARY,ATE,unkn,CANA,Bait boat,BB,BB,C,UNKN,5764
35513,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1991,1990,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,NW,Longline,LL,LL,C,UNKN,0.15
35514,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1991,1990,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,WTRO,Longline,LL,LL,C,UNKN,1
35516,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1991,1990,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,GOFM,Longline,LL,LL,C,UNKN,0.11
35518,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1991,1990,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,NW,Purse seine,PS,PS,C,UNKN,749
35520,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1991,1990,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,NW,Other surf.,TR,TROL,C,UNKN,0.14
35521,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1991,1990,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,WTRO,Other surf.,TR,TROL,C,UNKN,5
35522,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1991,1990,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,GOFM,Other surf.,TR,TROL,C,UNKN,0.24
35524,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1991,1990,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,NW,Other surf.,TP,TRAP,C,UNKN,0.46
35525,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1991,1990,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,NW,Other surf.,UN,UNCL,C,UNKN,0.45
35527,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1991,1990,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,NW,Other surf.,TW,TRAW,C,UNKN,0.04
35530,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1991,1990,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,NW,Other surf.,HL,HAND,C,UNKN,2
35531,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1991,1990,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,GOFM,Other surf.,HL,HAND,C,UNKN,0.27
35535,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1991,1990,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,NW,Other surf.,RR,RR,C,UNKN,76
35536,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1991,1990,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,GOFM,Other surf.,RR,RR,C,UNKN,10
35538,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1991,1990,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,NW,Other surf.,GN,GILL,C,UNKN,13
35539,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1991,1990,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,WTRO,Other surf.,GN,GILL,C,UNKN,0.03
35540,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1991,1990,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,GOFM,Other surf.,GN,GILL,C,UNKN,0.06
35541,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1991,1990,CP,UNITED STATES,U.S.A.,USA,ATW,unkn,WTRO,Other surf.,HS,HS,C,UNKN,0.05
35777,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1991,1990,CP,GHANA,Ghana,GHA,ATE,unkn,ETRO,Other surf.,SU,SURF,C,UNKN,588
35781,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1991,1990,CP,GHANA,Ghana,GHA,ATE,unkn,ETRO,Bait boat,BB,BBF,C,UNKN,24464
35814,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1991,1990,CP,PANAMA,Panama,PAN,ATE,unkn,ETRO,Bait boat,BB,BBF,C,UNKN,64.49
35852,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1991,1990,CP,VENEZUELA,Venezuela,VEN,ATW,unkn,WTRO,Purse seine,PS,PS,C,UNKN,6186
35856,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1991,1990,CP,VENEZUELA,Venezuela,VEN,ATW,unkn,WTRO,Bait boat,BB,BB,C,UNKN,1952
35895,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1991,1990,NCO,Non-contracting parties,Grenada,GRD,ATW,unkn,WTRO,Other surf.,UN,UNCL,C,UNKN,25
35916,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1991,1990,CP,MEXICO,Mexico,MEX,ATW,unkn,WTRO,Longline,LL,LL,C,UNKN,9
35938,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1991,1990,CP,ANGOLA,Angola,AGO,ATE,unkn,ETRO,Bait boat,BB,BBI,C,UNKN,66
35954,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1991,1990,NCO,Non-contracting parties,Dominican Republic,DOM,ATW,unkn,WTRO,Other surf.,SU,SURF,C,UNKN,156
36035,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1991,1990,NCO,Non-contracting parties,Rumania,ROU,ATE,unkn,ETRO,Other surf.,UN,UNCL,C,UNKN,349
36052,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1991,1990,CP,SENEGAL,Senegal,SEN,ATE,unkn,ETRO,Other surf.,TR,TROL,C,UNKN,19
36054,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1991,1990,CP,SENEGAL,Senegal,SEN,ATE,unkn,ETRO,Other surf.,SU,SURF,C,UNKN,282
36055,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1991,1990,CP,SENEGAL,Senegal,SEN,ATE,unkn,ETRO,Other surf.,HL,HAND,C,UNKN,42
36094,SKJ,Katsuwonus pelamis,1-Tuna (major sp.),1991,1990,CP,BRAZIL,Brazil,BRA-JPN,ATW,unkn,SW,Bait boat,BB,BBF,C,COLV,4512
